school,sex,age,studytime,failures,absences,G1,G2,G3,Medu,Fedu,traveltime,famsup,schoolsup,internet,freetime,goout,health,subject,performance_category
GP,F,16,2,0,0,16,16,17,4,4,1,yes,no,yes,4,2,3,Portuguese,High
GP,M,16,1,1,4,9,9,10,3,4,3,yes,no,yes,4,5,2,Portuguese,Medium
GP,M,16,2,0,0,16,17,18,1,0,2,yes,no,yes,3,2,3,Portuguese,High
GP,M,17,2,0,0,11,9,10,4,4,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,16,2,0,0,14,13,13,1,3,1,no,no,yes,3,5,3,Portuguese,Medium
GP,F,16,2,0,0,14,14,15,3,3,2,yes,no,yes,4,5,4,Portuguese,High
GP,M,17,2,0,0,10,11,11,4,3,2,no,no,yes,4,4,4,Portuguese,Medium
GP,F,16,2,0,0,13,12,14,2,2,2,no,no,yes,4,4,5,Portuguese,Medium
GP,M,17,2,0,4,11,9,10,3,3,1,no,no,yes,3,4,4,Portuguese,Medium
GP,M,16,1,0,8,10,9,11,4,2,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,17,2,0,4,11,11,13,4,3,1,yes,no,yes,2,3,2,Portuguese,Medium
GP,M,16,2,0,4,11,10,11,4,3,1,yes,no,yes,4,3,3,Portuguese,Medium
GP,M,16,2,0,0,11,12,13,3,3,1,no,no,yes,2,3,3,Portuguese,Medium
GP,F,17,2,0,0,17,18,17,2,4,1,yes,no,no,4,2,5,Portuguese,High
GP,F,17,2,0,32,14,13,14,3,3,1,yes,no,yes,3,3,1,Portuguese,Medium
GP,F,16,2,0,8,14,15,16,3,2,1,yes,no,yes,2,2,1,Portuguese,High
GP,M,17,2,0,6,11,13,14,3,3,1,yes,no,yes,3,4,4,Portuguese,Medium
GP,M,16,1,0,0,10,9,11,1,2,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,16,2,0,0,13,14,16,2,1,1,no,no,yes,2,3,5,Portuguese,High
GP,F,17,2,0,10,12,13,14,3,3,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,17,2,0,6,9,9,10,1,2,1,no,no,no,1,3,3,Portuguese,Medium
GP,F,16,2,0,6,12,12,13,2,3,1,no,no,yes,3,3,2,Portuguese,Medium
GP,F,17,2,0,0,12,11,12,1,1,1,no,no,yes,3,3,3,Portuguese,Medium
GP,M,17,2,0,16,10,11,12,1,2,2,no,no,yes,4,4,5,Portuguese,Medium
GP,M,16,1,0,0,11,10,10,3,3,1,yes,no,yes,3,2,5,Portuguese,Medium
GP,M,16,1,0,0,13,12,12,2,3,2,no,no,yes,3,3,3,Portuguese,Medium
GP,F,17,2,0,8,14,15,16,2,4,1,no,no,yes,3,2,5,Portuguese,High
GP,M,17,1,0,4,13,13,14,4,4,1,no,no,yes,2,3,5,Portuguese,Medium
GP,M,16,1,0,16,10,11,12,3,3,3,yes,no,yes,3,4,3,Portuguese,Medium
GP,F,17,1,1,30,14,15,16,4,4,2,yes,no,yes,2,4,2,Portuguese,High
GP,F,16,2,0,0,11,10,11,4,4,1,yes,no,yes,5,2,3,Portuguese,Medium
GP,F,16,2,0,2,14,14,15,4,3,1,yes,no,yes,3,5,2,Portuguese,High
GP,F,16,2,0,4,11,12,12,2,3,1,yes,yes,no,4,3,4,Portuguese,Medium
GP,F,17,2,0,0,14,15,15,1,1,1,yes,no,no,4,4,1,Portuguese,High
GP,F,17,1,0,21,13,13,13,2,2,1,yes,no,yes,3,2,3,Portuguese,Medium
GP,F,16,4,0,6,13,13,13,2,2,2,yes,no,yes,3,5,5,Portuguese,Medium
GP,F,17,3,1,14,8,9,8,3,4,1,yes,no,yes,4,3,5,Portuguese,Low
GP,F,16,2,0,2,11,11,12,3,1,1,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,16,2,0,4,14,15,15,4,3,1,no,no,yes,3,2,1,Portuguese,High
GP,F,16,1,0,2,12,13,13,1,1,2,yes,no,no,3,2,5,Portuguese,Medium
GP,F,17,3,0,0,11,12,12,4,3,2,yes,no,yes,4,2,4,Portuguese,Medium
GP,F,19,4,0,4,12,12,12,3,3,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,17,2,0,15,13,12,12,4,4,1,yes,no,yes,3,5,3,Portuguese,Medium
GP,F,16,2,0,0,13,13,13,2,2,1,yes,yes,yes,3,4,4,Portuguese,Medium
GP,M,18,2,0,10,12,11,11,2,2,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,17,1,0,6,12,11,11,4,4,1,yes,no,no,2,1,3,Portuguese,Medium
GP,F,17,2,0,2,14,16,15,3,2,2,no,no,yes,4,4,1,Portuguese,High
GP,F,17,2,0,16,11,9,10,4,3,1,no,no,yes,4,5,1,Portuguese,Medium
GP,M,18,2,0,10,10,10,10,3,3,1,yes,no,yes,2,4,4,Portuguese,Medium
GP,F,17,1,0,4,12,13,13,2,3,2,yes,no,no,3,3,3,Portuguese,Medium
GP,F,17,3,0,0,12,12,13,2,2,1,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,17,2,0,0,11,10,11,2,1,2,yes,no,yes,2,5,5,Portuguese,Medium
GP,F,17,3,0,12,12,12,12,1,1,1,yes,no,no,3,4,5,Portuguese,Medium
GP,F,16,2,0,0,13,13,14,2,3,1,no,yes,yes,3,1,3,Portuguese,Medium
GP,M,18,2,3,9,10,9,10,2,2,2,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,16,3,0,4,15,16,16,4,4,1,yes,no,yes,3,2,5,Portuguese,High
GP,F,18,2,0,4,8,8,8,3,1,1,no,no,yes,3,3,4,Portuguese,Low
GP,F,17,2,0,2,17,18,17,3,2,1,no,no,yes,3,4,3,Portuguese,High
GP,M,17,2,0,0,10,11,11,2,3,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,18,2,0,2,9,10,11,2,1,4,yes,yes,yes,3,2,3,Portuguese,Medium
GP,F,17,3,0,0,15,15,16,2,1,2,no,no,yes,2,3,3,Portuguese,High
GP,F,17,2,0,0,14,12,12,4,3,1,no,no,yes,2,3,3,Portuguese,Medium
GP,M,17,2,0,0,12,13,13,2,2,2,yes,no,yes,5,2,1,Portuguese,Medium
GP,M,17,2,0,0,13,13,13,4,4,1,yes,yes,yes,5,5,2,Portuguese,Medium
GP,M,16,2,0,0,13,13,14,4,4,1,yes,no,yes,2,4,1,Portuguese,Medium
GP,M,16,2,0,2,9,9,9,1,1,2,yes,no,yes,4,2,5,Portuguese,Low
GP,M,16,3,0,0,12,12,12,3,2,2,no,no,yes,3,3,2,Portuguese,Medium
GP,M,17,2,0,0,16,16,16,2,2,1,no,no,yes,4,2,4,Portuguese,High
GP,F,16,1,0,4,9,10,10,2,1,1,no,no,yes,5,2,5,Portuguese,Medium
GP,F,16,2,0,0,14,13,13,4,1,1,no,no,yes,3,3,5,Portuguese,Medium
GP,F,18,2,1,18,10,10,10,2,4,2,yes,no,yes,3,3,3,Portuguese,Medium
GP,F,18,2,1,16,9,8,10,2,2,1,yes,no,yes,3,1,5,Portuguese,Medium
GP,F,18,1,1,14,8,7,7,3,3,2,no,no,yes,1,1,3,Portuguese,Low
GP,M,18,1,1,26,7,8,8,2,2,1,yes,no,yes,4,3,1,Portuguese,Low
GP,M,17,1,0,6,10,8,9,4,4,1,yes,no,yes,2,1,5,Portuguese,Low
GP,F,17,2,0,4,14,14,15,3,2,1,no,no,no,4,2,3,Portuguese,High
GP,F,17,3,0,10,11,10,10,1,1,1,yes,no,yes,3,2,4,Portuguese,Medium
GP,F,16,1,0,4,12,11,11,1,2,1,no,no,yes,3,5,5,Portuguese,Medium
GP,F,17,2,0,2,13,13,13,2,1,3,no,no,no,1,1,3,Portuguese,Medium
GP,F,17,1,1,14,9,9,8,1,4,4,yes,no,yes,5,4,5,Portuguese,Low
GP,M,18,2,0,16,8,7,8,2,2,1,no,no,yes,5,4,2,Portuguese,Low
GP,F,17,1,1,8,11,9,10,2,2,1,yes,no,yes,1,2,1,Portuguese,Medium
GP,F,17,3,0,4,15,14,15,1,1,2,no,no,yes,3,3,5,Portuguese,High
GP,F,17,2,0,4,15,14,14,4,2,1,yes,no,no,3,2,4,Portuguese,Medium
GP,M,17,2,0,8,15,15,15,4,3,2,no,no,yes,5,5,5,Portuguese,High
GP,M,17,2,0,0,12,12,12,4,4,2,yes,no,yes,3,3,4,Portuguese,Medium
GP,M,16,1,0,7,14,14,15,4,3,1,no,no,yes,4,5,3,Portuguese,High
GP,M,16,1,0,4,14,15,15,4,4,1,no,no,yes,3,2,5,Portuguese,High
GP,F,17,2,0,2,11,11,12,4,4,1,yes,no,yes,3,1,5,Portuguese,Medium
GP,M,17,3,0,2,13,14,15,1,1,2,no,no,yes,3,3,1,Portuguese,High
GP,F,17,3,0,10,11,11,11,3,3,2,yes,no,yes,2,2,5,Portuguese,Medium
GP,F,17,2,0,10,10,9,10,1,1,1,no,yes,no,3,2,4,Portuguese,Medium
GP,F,18,3,0,10,12,10,11,2,1,2,yes,no,yes,4,4,3,Portuguese,Medium
GP,M,16,1,0,7,15,16,16,2,1,3,no,no,yes,3,3,4,Portuguese,High
GP,F,17,2,0,4,11,10,11,1,1,1,yes,no,no,3,4,5,Portuguese,Medium
GP,M,17,1,0,2,9,12,13,2,3,2,no,no,yes,2,2,2,Portuguese,Medium
GP,M,22,1,3,12,7,8,5,3,1,1,no,no,yes,4,5,1,Portuguese,Low
GP,M,18,2,0,8,10,9,10,3,3,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,M,16,1,0,0,11,12,11,0,2,1,no,no,yes,3,2,5,Portuguese,Medium
GP,M,18,1,0,8,7,8,7,3,2,2,no,no,yes,4,5,5,Portuguese,Low
GP,M,16,2,1,4,9,11,10,3,3,3,yes,yes,yes,3,3,2,Portuguese,Medium
GP,M,18,1,2,4,7,8,6,2,1,1,no,no,yes,2,5,5,Portuguese,Low
GP,M,16,1,0,2,14,13,12,2,1,2,no,no,no,3,2,3,Portuguese,Medium
GP,M,17,1,0,0,12,12,13,2,1,1,no,no,yes,4,2,5,Portuguese,Medium
GP,M,17,1,1,0,9,10,10,1,1,2,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,18,2,0,2,12,12,13,2,1,1,yes,no,yes,3,4,5,Portuguese,Medium
GP,F,17,4,0,2,14,15,17,4,2,1,yes,no,yes,2,3,4,Portuguese,High
GP,F,19,2,0,0,10,10,11,2,2,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,M,18,2,1,4,11,10,11,2,1,3,no,no,yes,4,5,5,Portuguese,Medium
GP,F,17,3,0,2,11,12,14,4,2,1,yes,no,yes,3,4,5,Portuguese,Medium
GP,F,18,3,0,4,11,12,14,1,1,1,yes,no,no,4,3,3,Portuguese,Medium
GP,F,18,2,0,4,11,11,13,2,2,1,no,yes,no,2,3,5,Portuguese,Medium
GP,M,19,2,0,4,11,13,14,4,3,1,yes,no,yes,3,1,1,Portuguese,Medium
GP,M,18,2,0,2,16,16,16,2,1,1,no,no,yes,2,4,4,Portuguese,High
GP,M,17,1,0,0,9,10,10,2,2,2,no,no,no,2,2,4,Portuguese,Medium
GP,F,17,4,0,2,10,11,12,2,2,1,no,no,yes,4,1,2,Portuguese,Medium
GP,F,20,2,0,8,10,12,12,2,1,2,yes,no,yes,2,3,2,Portuguese,Medium
GP,F,18,2,0,2,15,15,15,4,3,1,yes,no,yes,1,2,2,Portuguese,High
GP,M,18,2,0,2,10,10,11,4,3,1,yes,no,yes,3,2,3,Portuguese,Medium
GP,M,18,3,0,2,10,11,12,3,2,1,no,no,no,3,2,3,Portuguese,Medium
GP,F,17,3,0,2,15,12,13,3,3,1,no,no,no,2,3,4,Portuguese,Medium
GP,F,18,3,0,0,11,12,13,2,2,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,17,1,0,8,8,8,9,2,2,2,no,no,yes,4,4,4,Portuguese,Low
GP,M,18,2,0,6,15,16,16,3,4,2,yes,no,yes,2,5,1,Portuguese,High
GP,M,17,2,0,0,11,11,14,3,1,1,no,no,yes,4,4,5,Portuguese,Medium
GP,F,18,2,0,8,10,11,12,4,4,2,no,no,yes,3,4,4,Portuguese,Medium
GP,M,18,2,0,4,10,12,14,4,2,1,yes,no,yes,4,5,5,Portuguese,Medium
GP,F,18,2,0,12,8,9,10,2,1,2,yes,no,yes,3,5,3,Portuguese,Medium
GP,F,19,2,0,16,11,12,12,3,3,1,yes,no,yes,3,5,5,Portuguese,Medium
GP,F,18,4,0,10,16,16,16,2,3,1,yes,no,yes,5,5,2,Portuguese,High
GP,F,18,2,0,2,13,13,13,1,1,2,yes,no,no,4,3,3,Portuguese,Medium
GP,M,17,2,0,2,16,17,18,1,2,1,yes,no,no,5,2,1,Portuguese,High
GP,F,18,2,0,8,14,14,15,2,1,1,yes,no,yes,2,5,1,Portuguese,High
GP,F,17,2,0,6,15,16,16,2,4,2,yes,no,yes,3,3,1,Portuguese,High
GP,F,17,2,0,6,12,12,12,2,2,2,yes,yes,yes,4,4,5,Portuguese,Medium
GP,F,18,2,0,15,12,9,10,3,2,2,no,no,yes,1,1,5,Portuguese,Medium
GP,M,18,1,0,6,11,12,12,4,4,2,no,no,yes,2,4,3,Portuguese,Medium
GP,F,18,2,1,2,14,12,13,4,4,1,yes,yes,yes,4,4,4,Portuguese,Medium
GP,F,17,3,0,8,13,15,15,2,2,3,yes,no,yes,2,3,1,Portuguese,High
GP,F,19,2,1,0,9,8,10,3,2,1,yes,yes,yes,3,3,3,Portuguese,Medium
GP,M,18,1,0,0,10,10,10,4,3,2,no,no,yes,2,3,1,Portuguese,Medium
GP,M,18,1,0,10,10,10,11,1,2,2,no,no,yes,4,4,4,Portuguese,Medium
GP,M,17,1,0,22,11,11,10,4,1,2,no,no,yes,5,4,5,Portuguese,Medium
GP,M,17,1,0,18,13,13,13,3,2,1,no,no,yes,4,4,3,Portuguese,Medium
GP,F,18,4,0,2,17,17,18,1,1,2,yes,no,no,2,2,3,Portuguese,High
GP,F,18,2,0,0,12,13,13,1,1,2,no,yes,yes,4,4,4,Portuguese,Medium
GP,F,17,2,0,12,12,12,14,2,2,1,yes,no,yes,4,5,5,Portuguese,Medium
GP,F,18,2,0,10,12,13,14,2,1,2,no,no,yes,3,1,5,Portuguese,Medium
GP,M,17,2,0,0,12,12,12,1,1,1,no,no,yes,3,3,4,Portuguese,Medium
GP,F,18,3,0,0,18,18,18,2,2,1,yes,no,yes,3,3,2,Portuguese,High
GP,F,17,3,0,0,13,13,14,1,1,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,18,3,0,0,14,15,15,2,1,1,no,no,yes,2,4,2,Portuguese,High
GP,M,18,2,0,0,17,17,17,4,4,1,yes,no,yes,4,3,2,Portuguese,High
GP,M,18,2,0,2,15,16,16,4,2,1,yes,no,yes,3,2,5,Portuguese,High
GP,F,17,3,0,0,17,18,18,4,3,1,yes,no,yes,2,2,3,Portuguese,High
GP,F,17,4,0,0,18,19,19,3,1,2,yes,no,no,1,2,3,Portuguese,High
GP,M,18,3,0,0,14,15,15,3,2,2,yes,no,yes,4,2,4,Portuguese,High
GP,M,17,1,0,0,14,15,15,3,3,1,yes,no,yes,4,3,5,Portuguese,High
GP,F,19,2,0,2,14,13,13,4,4,2,yes,no,yes,3,4,2,Portuguese,Medium
GP,F,18,2,0,0,13,14,14,4,3,2,yes,no,yes,4,5,2,Portuguese,Medium
GP,F,18,4,0,0,16,17,17,4,3,1,yes,no,yes,3,3,3,Portuguese,High
GP,M,18,1,0,0,18,18,17,4,4,1,yes,no,yes,4,2,1,Portuguese,High
GP,F,18,2,0,0,14,15,15,4,4,1,yes,no,yes,2,4,4,Portuguese,High
GP,M,17,1,0,0,12,13,13,4,4,2,no,no,yes,1,1,5,Portuguese,Medium
GP,F,17,3,0,0,7,7,8,4,4,2,yes,no,yes,3,4,5,Portuguese,Low
GP,F,17,3,0,0,16,16,16,4,2,2,yes,no,yes,3,3,3,Portuguese,High
GP,F,17,4,0,0,18,18,18,3,2,1,yes,no,yes,2,2,5,Portuguese,High
GP,M,19,3,1,0,9,10,11,2,1,2,no,no,yes,3,1,5,Portuguese,Medium
GP,M,20,1,2,0,14,15,15,3,2,1,no,no,no,5,3,5,Portuguese,High
GP,M,19,2,0,0,10,10,11,3,3,1,no,no,no,5,3,5,Portuguese,Medium
GP,F,18,2,0,2,10,10,11,1,4,1,yes,yes,no,4,4,5,Portuguese,Medium
GP,F,18,2,0,2,12,12,15,2,1,2,yes,no,yes,3,3,1,Portuguese,High
GP,F,17,2,0,2,11,12,14,2,3,2,no,no,yes,2,1,3,Portuguese,Medium
GP,F,17,1,0,2,15,16,17,4,4,1,no,no,yes,4,4,5,Portuguese,High
GP,F,18,3,0,2,14,15,17,4,3,1,yes,no,yes,3,4,5,Portuguese,High
GP,F,18,1,0,8,12,12,15,4,3,2,yes,no,yes,2,4,1,Portuguese,High
GP,F,17,3,0,2,15,15,17,3,4,1,yes,no,yes,3,4,5,Portuguese,High
GP,F,18,2,0,8,11,12,14,3,3,1,yes,no,yes,1,4,3,Portuguese,Medium
GP,M,19,2,0,9,11,10,10,4,2,2,yes,no,yes,4,4,1,Portuguese,Medium
GP,F,18,2,0,0,12,11,13,4,4,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,18,1,0,4,11,12,14,3,4,1,yes,no,yes,4,4,1,Portuguese,Medium
GP,F,17,1,0,2,14,15,17,4,4,1,no,no,yes,3,4,5,Portuguese,High
GP,F,17,2,0,14,15,14,17,4,3,1,yes,no,yes,2,2,5,Portuguese,High
GP,F,17,2,0,0,12,12,13,3,3,1,yes,yes,yes,3,3,5,Portuguese,Medium
GP,F,17,2,0,2,11,12,14,2,1,1,no,no,yes,2,3,2,Portuguese,Medium
GP,M,18,1,0,2,8,9,11,4,4,1,yes,no,yes,2,5,5,Portuguese,Medium
GP,F,19,3,0,12,10,10,11,1,1,3,no,no,no,5,5,5,Portuguese,Medium
GP,F,19,2,2,2,8,8,9,1,1,3,yes,no,yes,3,4,4,Portuguese,Low
GP,F,18,1,0,2,10,10,10,2,2,1,yes,no,yes,3,5,5,Portuguese,Medium
GP,F,17,2,0,4,14,13,13,2,2,1,yes,no,no,2,2,3,Portuguese,Medium
GP,F,17,3,0,0,11,11,10,2,2,1,yes,no,yes,3,2,3,Portuguese,Medium
GP,F,17,3,0,0,17,18,17,3,1,1,yes,no,yes,4,3,5,Portuguese,High
GP,F,17,3,0,0,14,14,15,0,2,2,no,no,yes,3,3,2,Portuguese,High
GP,F,18,3,0,0,14,14,14,1,1,2,no,no,yes,5,5,2,Portuguese,Medium
GP,M,18,3,0,0,13,14,13,4,4,1,no,no,yes,3,3,3,Portuguese,Medium
GP,M,17,1,0,0,17,18,17,3,3,1,no,no,yes,3,5,5,Portuguese,High
GP,M,17,1,0,2,11,10,10,2,2,4,yes,no,yes,4,5,4,Portuguese,Medium
GP,F,17,3,0,0,13,12,13,4,4,1,yes,no,yes,4,4,4,Portuguese,Medium
GP,F,17,3,0,4,15,14,15,4,4,2,yes,no,yes,3,3,4,Portuguese,High
GP,F,17,1,0,2,11,12,11,3,3,1,yes,no,yes,2,5,5,Portuguese,Medium
GP,M,18,4,0,0,11,11,12,2,2,1,yes,no,yes,5,5,5,Portuguese,Medium
GP,M,19,1,0,0,11,10,10,3,2,1,yes,no,no,3,4,5,Portuguese,Medium
GP,F,18,2,0,2,10,9,10,2,2,4,no,no,no,2,5,2,Portuguese,Medium
GP,F,17,3,0,0,15,15,15,2,4,1,yes,no,yes,4,3,5,Portuguese,High
GP,M,18,1,0,6,15,14,15,2,2,1,no,no,yes,4,2,5,Portuguese,High
GP,F,18,2,0,8,10,11,12,3,3,1,no,no,yes,3,4,4,Portuguese,Medium
GP,F,18,2,0,0,10,9,12,2,2,1,no,no,yes,3,3,2,Portuguese,Medium
GP,F,18,4,0,6,14,13,14,2,2,2,no,no,no,4,4,4,Portuguese,Medium
GP,F,17,3,0,8,11,13,14,3,4,1,no,no,yes,4,5,5,Portuguese,Medium
GP,F,17,2,0,0,12,13,15,3,2,1,yes,no,yes,3,2,2,Portuguese,High
GP,F,18,4,0,4,14,14,15,3,3,1,yes,no,yes,3,3,1,Portuguese,High
GP,F,17,2,0,0,14,14,16,3,2,1,yes,no,yes,3,3,2,Portuguese,High
GP,M,18,2,0,0,12,12,13,4,4,1,yes,no,yes,3,3,2,Portuguese,Medium
GP,M,18,2,0,6,16,16,17,3,4,1,no,no,yes,3,3,5,Portuguese,High
GP,F,17,2,0,18,10,12,14,2,2,1,yes,no,yes,3,1,4,Portuguese,Medium
GP,F,18,3,0,0,11,12,14,2,3,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,F,18,3,0,4,14,16,17,3,2,1,no,no,yes,4,3,1,Portuguese,High
GP,M,18,3,0,4,15,14,17,4,3,1,no,no,yes,3,2,4,Portuguese,High
GP,M,18,3,0,0,14,13,14,4,3,1,yes,no,yes,4,5,5,Portuguese,Medium
GP,F,17,3,0,0,11,12,13,4,3,1,yes,no,yes,4,3,4,Portuguese,Medium
GP,F,17,2,0,10,12,15,15,2,1,2,yes,no,yes,3,4,1,Portuguese,High
GP,F,17,2,0,4,12,16,16,2,1,1,yes,no,yes,3,5,4,Portuguese,High
GP,F,19,1,1,16,10,11,11,2,3,2,no,no,yes,2,3,5,Portuguese,Medium
GP,F,17,1,1,6,10,13,13,3,1,1,yes,no,yes,1,2,3,Portuguese,Medium
GP,F,21,3,2,0,9,12,12,4,4,1,no,no,yes,3,2,5,Portuguese,Medium
GP,M,18,2,0,11,9,11,12,2,2,1,yes,no,yes,4,4,3,Portuguese,Medium
GP,M,18,2,0,9,13,14,15,3,4,1,no,no,yes,3,5,2,Portuguese,High
GP,F,17,2,0,0,13,17,17,2,2,1,yes,no,yes,3,4,4,Portuguese,High
GP,M,17,3,0,2,12,15,15,4,4,1,yes,no,yes,4,2,4,Portuguese,High
GP,F,18,2,0,0,14,17,17,4,2,1,yes,no,yes,2,2,3,Portuguese,High
GP,M,21,2,2,21,9,10,10,1,1,2,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,20,3,0,8,11,15,15,1,1,2,no,no,yes,2,2,3,Portuguese,High
GP,F,19,1,1,5,9,10,11,4,4,1,yes,no,yes,2,5,5,Portuguese,Medium
GP,M,17,2,0,10,16,18,18,3,2,1,yes,no,yes,4,4,5,Portuguese,High
GP,F,18,3,0,5,14,17,17,3,2,1,yes,no,yes,3,4,2,Portuguese,High
GP,M,18,1,0,13,13,14,14,2,3,1,no,no,yes,1,3,4,Portuguese,Medium
GP,M,19,1,0,10,7,11,11,2,1,1,no,no,yes,3,4,4,Portuguese,Medium
GP,F,18,2,0,10,14,17,17,2,2,2,yes,no,yes,1,4,4,Portuguese,High
GP,F,20,1,1,5,8,10,10,1,0,2,no,yes,yes,3,1,5,Portuguese,Medium
GP,F,18,2,0,4,10,13,13,3,2,1,yes,no,yes,1,2,1,Portuguese,Medium
MS,F,16,1,0,11,10,11,11,1,3,2,yes,no,yes,3,3,5,Portuguese,Medium
MS,F,16,2,0,0,12,12,12,2,2,2,yes,no,yes,4,4,5,Portuguese,Medium
MS,F,15,1,1,6,10,10,10,1,1,1,yes,no,no,1,3,2,Portuguese,Medium
MS,F,15,1,0,4,10,10,11,3,3,2,yes,no,yes,4,4,5,Portuguese,Medium
MS,F,16,2,0,0,16,17,17,2,3,2,no,no,no,5,2,5,Portuguese,High
MS,F,15,1,0,0,6,8,9,2,1,2,no,no,no,3,4,1,Portuguese,Low
MS,M,16,2,0,5,10,11,11,4,4,1,yes,no,no,3,2,2,Portuguese,Medium
MS,M,16,3,0,0,10,11,11,1,2,1,no,yes,yes,4,3,5,Portuguese,Medium
MS,F,17,2,1,0,10,10,10,3,2,1,no,no,no,5,4,5,Portuguese,Medium
MS,F,17,1,1,0,6,6,7,1,1,1,yes,no,yes,4,4,5,Portuguese,Low
MS,F,15,1,0,0,13,14,14,4,4,2,no,no,yes,5,1,5,Portuguese,Medium
MS,F,16,4,0,4,10,9,11,2,2,2,no,no,no,2,1,1,Portuguese,Medium
MS,F,15,2,0,0,10,10,10,1,1,2,yes,no,yes,4,3,4,Portuguese,Medium
MS,F,15,1,1,4,6,7,8,1,1,2,yes,no,yes,4,3,2,Portuguese,Low
MS,F,16,1,0,0,12,11,12,0,2,2,yes,no,no,2,3,2,Portuguese,Medium
MS,F,17,1,0,2,10,11,12,2,3,2,yes,no,yes,5,5,3,Portuguese,Medium
MS,F,15,1,0,0,14,16,16,3,3,2,no,no,yes,1,3,4,Portuguese,High
MS,M,16,2,0,0,7,0,0,1,1,2,yes,no,no,4,5,3,Portuguese,Low
MS,M,17,2,0,4,8,9,9,1,1,1,no,no,yes,4,3,5,Portuguese,Low
MS,M,15,2,0,0,12,13,14,4,1,1,yes,no,yes,3,4,2,Portuguese,Medium
MS,M,15,2,0,7,7,9,8,4,1,1,yes,no,yes,3,4,2,Portuguese,Low
MS,M,16,2,0,4,9,10,11,3,4,3,no,no,no,4,5,5,Portuguese,Medium
MS,M,15,2,0,8,7,9,9,1,1,4,yes,no,no,4,5,4,Portuguese,Low
MS,M,15,2,0,0,11,11,11,3,3,1,yes,no,yes,3,3,5,Portuguese,Medium
MS,M,17,1,0,8,8,10,9,2,1,3,no,no,no,5,5,3,Portuguese,Low
MS,F,16,3,0,6,16,16,17,4,4,2,no,no,yes,2,2,4,Portuguese,High
MS,F,15,1,0,3,11,13,13,1,2,2,no,no,no,1,2,1,Portuguese,Medium
MS,F,16,2,0,2,15,15,15,2,3,3,yes,no,yes,5,4,1,Portuguese,High
MS,M,16,2,0,0,10,11,11,1,2,2,no,no,no,3,3,5,Portuguese,Medium
MS,F,16,2,0,4,9,10,11,2,2,3,yes,no,yes,4,5,4,Portuguese,Medium
MS,F,16,3,1,0,10,8,8,1,2,1,yes,no,no,3,2,4,Portuguese,Low
MS,F,16,3,1,3,9,8,8,1,2,1,yes,no,no,3,2,4,Portuguese,Low
MS,F,15,2,0,0,9,10,9,2,1,1,yes,yes,yes,4,2,2,Portuguese,Low
MS,F,16,2,0,0,13,14,15,1,1,1,yes,no,no,4,3,2,Portuguese,High
MS,M,17,1,0,4,10,11,11,1,2,1,yes,no,yes,5,5,3,Portuguese,Medium
MS,F,16,4,0,0,13,10,13,1,1,4,yes,no,yes,3,2,1,Portuguese,Medium
MS,F,16,3,0,2,10,9,10,1,1,4,yes,yes,no,4,3,5,Portuguese,Medium
MS,F,15,2,0,1,11,10,11,1,1,2,yes,no,yes,3,3,2,Portuguese,Medium
MS,F,16,1,0,0,13,12,14,1,1,2,no,no,yes,2,2,2,Portuguese,Medium
MS,F,15,2,0,0,13,14,14,1,1,3,yes,no,no,2,1,2,Portuguese,Medium
MS,F,15,3,0,2,14,11,12,2,2,1,yes,yes,no,4,3,5,Portuguese,Medium
MS,M,16,1,0,6,11,11,11,1,1,2,no,no,no,4,4,5,Portuguese,Medium
MS,F,18,2,1,9,9,8,8,1,2,1,yes,no,yes,4,4,5,Portuguese,Low
MS,M,15,1,0,0,10,9,11,3,1,2,yes,no,no,2,3,4,Portuguese,Medium
MS,F,16,2,0,1,14,13,14,2,2,3,yes,no,yes,3,4,2,Portuguese,Medium
MS,M,15,1,0,1,13,12,13,2,2,3,no,no,no,3,3,4,Portuguese,Medium
MS,M,16,2,0,0,13,12,13,4,4,1,yes,no,no,3,1,3,Portuguese,Medium
MS,F,15,2,0,4,13,12,12,3,3,1,yes,no,yes,5,4,1,Portuguese,Medium
MS,F,16,2,1,2,12,11,12,2,2,2,yes,no,no,4,4,5,Portuguese,Medium
MS,F,16,1,0,0,14,14,16,2,2,3,yes,no,no,3,2,4,Portuguese,High
MS,M,16,1,0,4,10,8,10,2,1,2,yes,no,yes,4,3,4,Portuguese,Medium
